file	num_segments	speech_seconds	num_words	video_seconds
Kino145.1.mpg	40	38	662	855
Kino147A.1.mpg	40	40	647	855
Kino147B.1.mpg	15	5	32	581
Kino148.1.mpg	12	0	22	783
Kino15.1.mpg	26	35	298	627
Kino150.1.mpg	16	60	39	749
Kino151.1.mpg	3	0	5	740
Kino152.1.mpg	14	0	23	973
Kino153B.1.mpg	19	23	38	851
Kino154.1.mpg	2	1	2	115
Kino155A.1.mpg	14	22	44	620
Kino155B.1.mpg	32	6	85	585
Kino156.1.mpg	5	0	13	794
Kino157.1.mpg	10	0	18	1124
Kino158.1.mpg	19	11	133	929
Kino159.1.mpg	5	2	42	654
Kino16.1.mpg	3	9	4	602
Kino162A.1.mpg	15	0	29	715
Kino162B.1.mpg	11	495	19	563
Kino162C.1.mpg	2	0	3	380
Kino163.1.mpg	9	0	17	882
Kino164A.1.mpg	8	12	22	723
Kino164B.1.mpg	1	0	5	616
Kino164C.1.mpg	6	0	11	611
Kino165.1.mpg	13	161	107	1014
Kino166A.1.mpg	1	0	2	620
Kino166B.1.mpg	3	0	6	493
Kino168B.1.mpg	3	0	5	729
Kino168D.1.mpg	5	24	13	783
Kino168E.1.mpg	2	0	3	599
Kino169.1.mpg	16	5	28	686
Kino170.1.mpg	12	98	26	824
Kino171.1.mpg	18	0	31	830
Kino172.1.mpg	12	0	24	842
Kino173.1.mpg	13	2	19	623
Kino174A.1.mpg	4	0	6	778
Kino174B.1.mpg	5	0	12	764
Kino175.1.mpg	24	38	93	513
Kino176.1.mpg	6	8	34	724
Kino178A.1.mpg	2	0	3	649
Kino179A.1.mpg	1	12	29	574
Kino180.1.mpg	1	10	3	306
Kino182A.1.mpg	3	1	9	468
Kino182B.1.mpg	1	0	7	624
Kino184.1.mpg	11	3	236	831
Kino186.1.mpg	18	0	35	552
Kino187.1.mpg	28	0	52	670
Kino188.1.mpg	36	1	66	679
Kino189.1.mpg	18	237	35	818
Kino19.1.mpg	1	14	6	382
Kino190A.1.mpg	1	19	16	593
Kino190C.1.mpg	4	0	8	520
Kino191.1.mpg	2	16	4	637
Kino192.1.mpg	3	22	5	529
Kino193.1.mpg	17	55	103	652
Kino194A.1.mpg	14	44	50	648
Kino194B.1.mpg	5	8	12	626
Kino197A.1.mpg	5	16	28	691
Kino197B.1.mpg	2	8	2	833
Kino197C.1.mpg	1	3	1	640
Kino197D.1.mpg	3	7	6	700
Kino198.1.mpg	24	10	60	749
Kino20.1.mpg	1	0	1	499
Kino200.1.mpg	3	20	15	731
Kino201.1.mpg	7	41	37	694
Kino202.1.mpg	1	0	2	730
Kino203A.1.mpg	25	13	272	968
Kino203B.1.mpg	35	25	408	1193
Kino204.1.mpg	3	1	21	1205
Kino205.1.mpg	14	10	112	763
Kino206.1.mpg	20	13	203	861
Kino207.1.mpg	9	0	50	734
Kino208.1.mpg	36	241	316	995
Kino209.1.mpg	7	0	15	905
Kino21.1.mpg	1	0	2	631
Kino210.1.mpg	20	8	225	1107
Kino213A.1.mpg	2	0	6	932
Kino213B.1.mpg	4	2	14	903
Kino214.1.mpg	7	13	15	760
Kino215.1.mpg	2	19	14	608
Kino216.1.mpg	49	9	75	314
Kino217.1.mpg	31	16	314	578
Kino218A.1.mpg	17	55	111	475
Kino218B.1.mpg	16	7	146	494
Kino219.1.mpg	37	13	316	846
Kino22.1.mpg	3	1	5	436
Kino220.1.mpg	1	21	10	898
Kino221A-E.1.mpg	19	126	192	2986
Kino222.1.mpg	1	66	1	876
Kino223.1.mpg	1	31	2	585
Kino224.1.mpg	1	44	4	789
Kino225.1.mpg	1	46	7	605
Kino226.1.mpg	1	28	2	909
Kino227A.1.mpg	1	57	2	590
Kino229.1.mpg	10	41	23	630
Kino23.1.mpg	11	1	16	640
Kino233.1.mpg	1	20	5	419
Kino234A.1.mpg	5	4	54	602
Kino234B.1.mpg	11	6	114	748
Kino235A-B.1.mpg	10	21	64	947
Kino238.1.mpg	1	0	4	737
Kino24.1.mpg	7	0	14	680
Kino241.1.mpg	4	47	37	889
Kino242.1.mpg	2	52	20	720
Kino243.1.mpg	2	50	8	925
Kino244.1.mpg	1	9	5	955
Kino246.1.mpg	1	3	3	561
Kino249.1.mpg	1	57	5	780
Kino25.1.mpg	3	0	5	576
Kino250.1.mpg	1	18	12	633
Kino252.1.mpg	2	31	23	669
Kino253.1.mpg	1	20	6	739
Kino255.1.mpg	1	0	2	863
Kino257.1.mpg	1	30	2	575
Kino258.1.mpg	1	4	3	502
Kino26.1.mpg	3	2	18	433
Kino260.1.mpg	26	16	185	731
Kino262.1.mpg	6	147	28	1036
Kino264.1.mpg	2	32	11	623
Kino266.1.mpg	5	8	20	674
Kino267.1.mpg	1	38	3	643
Kino268.1.mpg	1	10	18	658
Kino269.1.mpg	1	42	3	704
Kino27.1.mpg	11	19	104	542
Kino270.1.mpg	2	43	4	609
Kino273.1.mpg	1	55	9	677
Kino274A.1.mpg	1	50	2	550
Kino276A.1.mpg	1	4	1	482
Kino277.1.mpg	1	7	11	744
Kino278.1.mpg	1	19	2	661
Kino28.1.mpg	2	0	3	526
Kino281.1.mpg	2	24	3	645
Kino282.1.mpg	1	28	1	453
Kino284.1.mpg	2	67	5	660
Kino286.1.mpg	2	67	3	567
Kino29.1.mpg	11	6	64	531
Kino291A-B.1.mpg	1	3	1	1072
Kino292.1.mpg	2	20	12	749
Kino295A-B.1.mpg	3	36	12	1149
Kino296A-D.1.mpg	2	12	9	1968
Kino297A-D.1.mpg	1	85	27	2067
Kino298A-E.1.mpg	9	21	78	2817
Kino298E.1.mpg	7	16	63	654
Kino299A-B.1.mpg	2	36	12	1241
Kino2B.1.mpg	15	0	21	718
Kino3.1.mpg	23	1	81	644
Kino300.1.mpg	9	5	181	745
Kino302A-B.1.mpg	1	20	2	1078
Kino303AB.1.mpg	4	146	42	1017
Kino304.1.mpg	10	12	70	590
Kino305.1.mpg	18	10	164	636
Kino306A-D.1.mpg	3	91	40	2648
Kino307.1.mpg	13	1	17	379
Kino308.1.mpg	1	0	1	691
Kino309.1.mpg	1	55	6	601
Kino31.1.mpg	1	61	6	758
Kino310A-B.1.mpg	4	18	11	915
Kino311A.1.mpg	2	14	16	551
Kino311B.1.mpg	5	35	48	708
Kino312A.1.mpg	10	69	76	834
Kino312B.1.mpg	18	6	113	623
Kino312C.1.mpg	11	56	82	454
Kino313A.1.mpg	3	78	7	565
Kino313B.1.mpg	2	8	24	826
Kino314.1.mpg	28	26	323	914
Kino315.1.mpg	22	12	189	703
Kino316.1.mpg	1	4	5	782
Kino317.1.mpg	8	27	48	549
Kino319A.1.mpg	1	38	26	594
Kino320A-B.1.mpg	1	47	6	784
Kino321A-B.1.mpg	1	33	3	728
Kino322A-B.1.mpg	2	11	5	1324
Kino323A-B.1.mpg	2	8	4	888
Kino325A-B.1.mpg	2	47	17	1180
Kino326.1.mpg	1	19	1	946
Kino327A-C.1.mpg	2	9	6	1534
Kino328.1.mpg	1	2	3	1637
Kino33.1.mpg	12	230	105	604
Kino331.1.mpg	29	29	386	562
Kino338.1.mpg	3	1	41	802
Kino339.1.mpg	18	18	144	1128
Kino34.1.mpg	7	0	9	566
Kino342.1.mpg	1	6	34	949
Kino345.1.mpg	21	251	446	596
Kino346-1.1.mpg	24	70	172	965
Kino346-2.1.mpg	12	167	86	918
Kino346.1.mpg	18	75	114	764
Kino349.1.mpg	3	24	35	510
Kino35.1.mpg	7	0	12	477
Kino350.1.mpg	1	0	2	253
Kino38.1.mpg	1	0	2	626
Kino39A-B.1.mpg	2	0	3	1149
Kino4.1.mpg	1	0	2	606
Kino40.1.mpg	1	44	1	925
Kino42.1.mpg	27	18	230	535
Kino46.1.mpg	1	59	1	730
Kino47.1.mpg	2	8	16	649
Kino49.1.mpg	1	26	4	960
Kino5.1.mpg	1	0	2	693
Kino52.1.mpg	44	32	784	916
Kino53B.1.mpg	2	0	3	411
Kino56A.1.mpg	1	0	1	902
Kino56B.1.mpg	5	0	5	991
Kino57.1.mpg	6	0	6	998
Kino58A.1.mpg	15	80	57	621
Kino58B.1.mpg	4	0	4	898
Kino59.1.mpg	2	2	3	661
Kino6.1.mpg	3	0	6	944
Kino60.1.mpg	10	3	72	787
Kino62.1.mpg	3	14	13	691
Kino64.1.mpg	25	18	249	614
Kino65.1.mpg	29	23	388	735
Kino66.1.mpg	1	0	1	642
Kino68A.1.mpg	1	1	5	618
Kino69.1.mpg	1	3	7	803
Kino7.1.mpg	4	2	27	483
Kino70C.1.mpg	1	2	20	556
Kino71A.1.mpg	36	19	698	589
Kino71B.1.mpg	35	18	532	529
Kino73.1.mpg	2	73	13	728
Kino74.1.mpg	1	0	4	552
Kino76A.1.mpg	3	0	5	487
Kino77A.1.mpg	13	0	19	695
Kino77B.1.mpg	2	0	2	365
Kino78.1.mpg	3	37	5	622
Kino79.1.mpg	13	87	18	329
Kino8.1.mpg	14	3	166	1117
Kino80.1.mpg	22	6	40	639
Kino81.1.mpg	2	20	8	549
Kino83.1.mpg	1	99	10	729
Kino88.1.mpg	1	3	1	662
Kino89.1.mpg	6	92	7	822
Kino9.1.mpg	9	6	52	671
Kino90.1.mpg	7	133	49	891
Kino91.1.mpg	4	8	22	813
Kino92.1.mpg	10	2	112	767
Kino93.1.mpg	27	4	181	872
Kino94.1.mpg	15	64	107	720
Kino95.1.mpg	11	13	45	666
Kino96.1.mpg	19	220	171	657
Kino97.1.mpg	4	1	6	745
Kino98.1.mpg	8	0	12	691
Kino99.1.mpg	3	2	43	526
MOT.1.mpg	1	21	2	689
Nuet100A.1.mpg	2	7	2	599
Nuet100B.1.mpg	9	6	22	635
Nuet100C.1.mpg	4	6	5	694
Nuet101B.1.mpg	3	0	8	805
Nuet101C.1.mpg	5	0	13	871
Nuet101D.1.mpg	5	0	9	824
Nuet101E.1.mpg	5	1	8	695
Nuet102A.1.mpg	1	3	3	631
Nuet102B.1.mpg	4	0	5	324
Nuet103A.1.mpg	3	10	11	652
Nuet103C.1.mpg	3	8	5	609
Nuet103D.1.mpg	1	0	1	704
Nuet104-1.1.mpg	8	53	39	484
Nuet104-2.1.mpg	1	5	3	429
Nuet10A.1.mpg	1	1	2	578
Nuet10B.1.mpg	13	5	43	601
Nuet11A.1.mpg	1	4	4	594
Nuet11B.1.mpg	3	3	5	300
Nuet12.1.mpg	2	29	5	609
Nuet13B.1.mpg	4	0	5	836
Nuet14.1.mpg	2	7	2	655
Nuet15A.1.mpg	1	3	1	621
Nuet15B.1.mpg	1	2	3	274
Nuet15C.1.mpg	10	58	17	659
Nuet16A.1.mpg	3	11	8	627
Nuet16B.1.mpg	6	0	7	338
Nuet17A.1.mpg	1	1	1	621
Nuet18A.1.mpg	4	9	21	783
Nuet18B.1.mpg	11	0	19	300
Nuet19A.1.mpg	10	54	56	560
Nuet19C.1.mpg	1	4	3	513
Nuet19E.1.mpg	1	8	3	620
Nuet19F.1.mpg	1	0	2	633
Nuet19J.1.mpg	1	9	4	639
Nuet19K.1.mpg	4	0	7	767
Nuet19L.1.mpg	4	18	11	855
Nuet19M.1.mpg	2	0	3	868
Nuet1A.1.mpg	2	7	6	691
Nuet1B.1.mpg	2	0	3	619
Nuet20A.1.mpg	2	7	15	620
Nuet20B.1.mpg	21	107	35	884
Nuet21.1.mpg	5	10	7	711
Nuet22A.1.mpg	1	4	2	541
Nuet22B.1.mpg	9	1	18	795
Nuet23B.1.mpg	1	40	5	561
Nuet23C.1.mpg	1	0	1	377
Nuet24A.1.mpg	1	3	4	678
Nuet24B.1.mpg	3	0	4	300
Nuet25A.1.mpg	2	11	3	666
Nuet25B.1.mpg	4	448	13	791
Nuet25C.1.mpg	2	2	3	432
Nuet26B.1.mpg	8	1	17	944
Nuet27B.1.mpg	18	46	26	750
Nuet28B.1.mpg	1	0	1	477
Nuet28C.1.mpg	4	0	6	635
Nuet29A.1.mpg	5	9	15	735
Nuet29B.1.mpg	4	0	8	708
Nuet29C.1.mpg	10	298	17	584
Nuet2A.1.mpg	2	12	5	737
Nuet2B.1.mpg	11	292	16	620
Nuet31C.1.mpg	2	0	3	681
Nuet31D.1.mpg	4	32	9	873
Nuet32A.1.mpg	1	3	1	526
Nuet32B.1.mpg	5	0	8	739
Nuet32C.1.mpg	12	213	18	641
Nuet33B.1.mpg	8	4	16	592
Nuet34A.1.mpg	2	17	2	572
Nuet34B.1.mpg	11	93	15	718
Nuet34B_xcode.1.mpg	11	93	15	718
Nuet34B_xcode1500.1.mpg	11	93	15	718
Nuet35B.1.mpg	25	12	49	723
Nuet36A.1.mpg	1	4	2	575
Nuet36B.1.mpg	2	18	3	608
Nuet37.1.mpg	3	15	28	682
Nuet38B.1.mpg	1	8	1	386
Nuet39A.1.mpg	1	5	1	552
Nuet39B.1.mpg	3	0	5	509
Nuet39C.1.mpg	1	0	1	591
Nuet3A.1.mpg	1	4	1	533
Nuet3B.1.mpg	10	59	13	476
Nuet40.1.mpg	8	23	17	690
Nuet41A.1.mpg	2	8	2	530
Nuet41B.1.mpg	8	0	9	600
Nuet42A.1.mpg	2	3	4	567
Nuet42B.1.mpg	3	3	3	538
Nuet42C.1.mpg	4	0	11	576
Nuet42D.1.mpg	1	0	1	712
Nuet43A.1.mpg	1	0	2	557
Nuet43B.1.mpg	23	1	40	456
Nuet43C.1.mpg	13	126	19	588
Nuet44B.1.mpg	1	216	1	437
Nuet44C.1.mpg	22	6	36	746
Nuet45A.1.mpg	1	4	1	551
Nuet45B.1.mpg	1	0	2	296
Nuet46A.1.mpg	1	6	6	605
Nuet46B.1.mpg	26	17	49	838
Nuet47A.1.mpg	2	14	5	437
Nuet47B.1.mpg	7	64	12	434
Nuet47C.1.mpg	14	59	18	608
Nuet48A.1.mpg	2	8	3	594
Nuet48B.1.mpg	4	5	9	859
Nuet48C.1.mpg	14	0	21	699
Nuet49A.1.mpg	2	9	4	527
Nuet49B.1.mpg	11	0	19	339
Nuet49C.1.mpg	12	87	16	702
Nuet4B.1.mpg	11	217	18	726
Nuet4C.1.mpg	6	93	7	728
Nuet50A.1.mpg	2	8	6	510
Nuet50B.1.mpg	3	112	4	500
Nuet51A.1.mpg	1	4	1	477
Nuet51B.1.mpg	2	0	3	427
Nuet52A.1.mpg	2	6	3	530
Nuet52B.1.mpg	33	10	54	512
Nuet53A.1.mpg	4	14	6	499
Nuet53B.1.mpg	6	56	11	348
Nuet53C.1.mpg	9	213	15	745
Nuet54A.1.mpg	12	14	49	747
Nuet54B.1.mpg	2	19	22	464
Nuet54C.1.mpg	1	0	1	614
Nuet54D.1.mpg	1	391	1	630
Nuet54E.1.mpg	4	23	7	789
Nuet54F.1.mpg	2	46	8	704
Nuet55A.1.mpg	4	5	12	675
Nuet55C.1.mpg	1	0	2	456
Nuet55D.1.mpg	6	251	8	736
Nuet57A.1.mpg	3	15	7	572
Nuet57B.1.mpg	4	311	5	603
Nuet58.1.mpg	2	9	2	560
Nuet59A.1.mpg	2	7	4	559
Nuet59B.1.mpg	1	3	1	279
Nuet60A.1.mpg	3	15	4	596
Nuet60B.1.mpg	1	0	1	529
Nuet61A.1.mpg	1	4	2	541
Nuet61B.1.mpg	2	2	9	445
Nuet62A.1.mpg	3	12	3	580
Nuet62B.1.mpg	30	51	56	555
Nuet62C.1.mpg	4	0	6	693
Nuet63B.1.mpg	24	50	102	834
Nuet63C.1.mpg	8	39	13	836
Nuet63D.1.mpg	4	1	11	870
Nuet64A.1.mpg	3	15	4	533
Nuet64B.1.mpg	2	10	7	535
Nuet64C.1.mpg	5	0	8	549
Nuet65A.1.mpg	2	3	9	643
Nuet65B.1.mpg	8	107	14	778
Nuet65C.1.mpg	21	1	31	756
Nuet66B.1.mpg	9	0	20	513
Nuet66C.1.mpg	2	7	3	496
Nuet66D.1.mpg	12	334	33	809
Nuet67B.1.mpg	12	28	17	620
Nuet67C.1.mpg	4	7	7	628
Nuet68B.1.mpg	13	77	40	591
Nuet68C.1.mpg	14	114	24	617
Nuet69A.1.mpg	4	9	9	730
Nuet69B.1.mpg	7	3	17	442
Nuet6B.1.mpg	12	38	55	512
Nuet70A.1.mpg	1	4	1	584
Nuet70B.1.mpg	8	299	13	926
Nuet71A.1.mpg	1	4	1	648
Nuet71B.1.mpg	7	0	7	831
Nuet72A.1.mpg	1	2	8	507
Nuet72B.1.mpg	13	1	22	683
Nuet73A.1.mpg	4	19	10	550
Nuet74A.1.mpg	3	12	4	576
Nuet74B.1.mpg	13	1	15	668
Nuet75A.1.mpg	2	7	5	527
Nuet75B.1.mpg	3	341	4	434
Nuet75C.1.mpg	13	1	22	844
Nuet76A.1.mpg	1	4	2	608
Nuet76B.1.mpg	30	2	49	932
Nuet76C.1.mpg	18	53	26	665
Nuet77B.1.mpg	6	0	9	528
Nuet78A.1.mpg	1	3	1	464
Nuet78B.1.mpg	18	3	26	734
Nuet79A.1.mpg	10	43	31	605
Nuet79B.1.mpg	16	0	31	711
Nuet7A.1.mpg	2	16	2	607
Nuet7B.1.mpg	11	22	42	698
Nuet7C.1.mpg	7	309	13	708
Nuet80A.1.mpg	3	7	5	476
Nuet80B.1.mpg	14	12	31	531
Nuet81A.1.mpg	1	4	1	575
Nuet81B.1.mpg	3	10	3	795
Nuet81C.1.mpg	13	11	36	748
Nuet82A.1.mpg	1	4	1	597
Nuet82C.1.mpg	18	70	27	872
Nuet83A.1.mpg	2	4	6	651
Nuet83B.1.mpg	7	2	11	832
Nuet83C.1.mpg	8	3	14	473
Nuet84A.1.mpg	1	5	4	527
Nuet84B.1.mpg	6	26	11	663
Nuet84C.1.mpg	16	2	29	575
Nuet85A.1.mpg	3	39	6	519
Nuet85B.1.mpg	3	0	5	650
Nuet86A.1.mpg	2	8	3	494
Nuet86B.1.mpg	1	0	1	499
Nuet87A.1.mpg	1	4	1	603
Nuet87B.1.mpg	15	2	26	666
Nuet88.1.mpg	2	7	5	533
Nuet89A.1.mpg	2	7	3	570
Nuet89B.1.mpg	5	185	6	580
Nuet8A.1.mpg	1	2	1	564
Nuet8B.1.mpg	1	468	1	689
Nuet90A.1.mpg	1	3	3	620
Nuet90B.1.mpg	5	6	9	581
Nuet90C.1.mpg	1	0	1	645
Nuet91A.1.mpg	1	4	1	705
Nuet91B.1.mpg	11	0	16	782
Nuet91C.1.mpg	7	2	11	664
Nuet92A.1.mpg	2	8	2	649
Nuet92B.1.mpg	1	0	1	250
Nuet93A.1.mpg	1	4	3	588
Nuet93C.1.mpg	4	9	13	621
Nuet94A.1.mpg	2	8	7	512
Nuet94B.1.mpg	14	10	32	642
Nuet95A.1.mpg	2	6	7	503
Nuet95B.1.mpg	6	164	8	692
Nuet96A.1.mpg	1	1	1	580
Nuet96B.1.mpg	13	0	18	720
Nuet97A.1.mpg	1	4	1	531
Nuet97B.1.mpg	11	1	18	610
Nuet98B.1.mpg	2	0	2	827
Nuet99A.1.mpg	2	9	6	579
Nuet99B.1.mpg	5	307	7	686
Nuet9B.1.mpg	1	58	4	764
R1018.1.mpg	7	70	124	333
R1031.1.mpg	7	0	138	409
R1034.1.mpg	3	23	8	245
R1047.1.mpg	7	77	102	500
R1048.1.mpg	7	38	71	541
R1049.1.mpg	8	124	103	574
R1050.1.mpg	18	139	176	508
R1060.1.mpg	14	122	179	840
R1061.1.mpg	14	144	185	867
R1085.1.mpg	5	59	64	537
R1086.1.mpg	9	76	95	426
R1116.1.mpg	2	11	17	103
R1150.1.mpg	9	59	84	543
R1151.1.mpg	3	4	5	507
R1185.1.mpg	2	20	24	477
R1187.1.mpg	1	2	2	271
SF1.1.mpg	25	0	67	745
SF100.1.mpg	1	18	11	1228
SF1000.1.mpg	45	1	79	775
SF1001A.1.mpg	41	44	78	784
SF1001B.1.mpg	10	1	22	514
SF1002.1.mpg	8	0	16	519
SF1003A.1.mpg	23	8	66	414
SF1003B.1.mpg	11	1	30	665
SF1004.1.mpg	12	0	19	483
SF1005.1 Böckdtröm visar kamera på Liljevalchs, 1939.mpg	34	34	63	538
SF1006.1.mpg	12	0	29	570
SF1007.1.mpg	33	0	73	603
SF1008.1.mpg	10	0	20	408
SF1009A.1.mpg	26	6	54	455
SF1009B.1.mpg	17	0	23	845
SF1010A.1.mpg	24	0	40	374
SF1010B.1.mpg	1	0	4	433
SF1011.1.mpg	26	0	46	498
SF1012.1.mpg	12	0	22	357
SF1013A.1.mpg	30	33	65	777
SF1013B.1.mpg	23	0	52	783
SF1014.1.mpg	6	0	15	571
SF1015A.1.mpg	23	1	42	349
SF1015B.1.mpg	18	1	38	683
SF1015C.1.mpg	37	1	74	631
SF1016A.1.mpg	11	163	20	633
SF1016B.1.mpg	4	1	9	309
SF1017.1.mpg	33	3	61	507
SF1018.1.mpg	26	3	49	429
SF1019.1.mpg	38	167	73	654
SF102.1.mpg	3	2	45	757
SF1020A.1.mpg	1	0	1	396
SF1020B.1.mpg	11	1	22	684
SF1021.1.mpg	34	0	61	551
SF1022.1.mpg	12	145	20	785
SF1023A.1.mpg	17	2	35	521
SF1023B.1.mpg	1	0	2	497
SF1024A.1.mpg	22	2	41	707
SF1024B.1.mpg	17	178	47	750
SF1024C.1.mpg	10	2	35	778
SF1024D.1.mpg	7	4	22	528
SF1025A.1.mpg	32	11	71	882
SF1025B.1.mpg	2	0	3	674
SF1025C.1.mpg	4	1	12	521
SF1025D.1.mpg	1	1	1	710
SF1026A.1.mpg	24	21	140	562
SF1026B.1.mpg	18	0	34	720
SF1026C.1.mpg	13	199	27	553
SF1027A.1.mpg	24	101	42	842
SF1027B.1.mpg	11	11	42	825
SF1027C.1.mpg	8	22	24	571
SF1027D.1.mpg	6	2	20	788
SF1028A.1.mpg	9	255	18	387
SF1028B.1.mpg	18	1	51	605
SF1028C.1.mpg	6	0	11	790
SF1029.1.mpg	7	54	11	250
SF103.1.mpg	6	14	55	814
SF1030.1.mpg	20	10	35	530
SF1031.1.mpg	48	211	92	1491
SF1032A.1.mpg	19	0	43	500
SF1032B.1.mpg	19	3	72	614
SF1033.1.mpg	21	0	50	825
SF1035.1.mpg	40	1	66	624
SF1036.1.mpg	13	0	22	535
SF1037A.1.mpg	38	10	73	918
SF1037B.1.mpg	36	68	72	865
SF1037C.1.mpg	25	6	53	779
SF1037D.1.mpg	21	4	45	736
SF1037E.1.mpg	26	12	81	937
SF1037F.1.mpg	21	405	37	862
SF1037G.1.mpg	23	2	46	765
SF1038A.1.mpg	28	41	54	618
SF1038B.1.mpg	11	1	20	726
SF1039A.1.mpg	28	89	55	598
SF1039B.1.mpg	22	1	55	708
SF1040.1.mpg	17	2	29	659
SF1041A.1.mpg	25	43	52	615
SF1041B.1.mpg	11	7	36	506
SF1042A.1.mpg	25	0	51	641
SF1042B.1.mpg	15	4	173	490
SF1042C.1.mpg	14	3	71	538
SF1043A.1.mpg	11	9	20	714
SF1043B.1.mpg	3	0	6	489
SF1043C.1.mpg	31	56	58	666
SF1043D.1.mpg	14	0	23	586
SF1043E.1.mpg	24	2	63	490
SF1043F.1.mpg	15	0	29	642
SF1044.1.mpg	18	156	37	608
SF1045A.1.mpg	19	1	35	513
SF1045B.1.mpg	7	0	12	661
SF1045C.1.mpg	12	0	17	595
SF1046.1.mpg	14	0	29	376
SF1047.1.mpg	11	0	23	869
SF1048A.1.mpg	12	0	17	606
SF1048B.1.mpg	1	8	2	640
SF1049A.1.mpg	15	0	39	322
SF1049B.1.mpg	8	51	23	525
SF1050.1.mpg	18	0	32	535
SF1051.1.mpg	17	1	30	512
SF1052A.1.mpg	30	28	64	785
SF1052B.1.mpg	7	36	48	515
SF1052C.1.mpg	9	0	14	602
SF1052D.1.mpg	12	1	20	804
SF1052E.1.mpg	1	0	1	706
SF1052F.1.mpg	11	19	36	640
SF1052G.1.mpg	3	0	4	548
SF1052H.1.mpg	3	5	8	741
SF1053A.1.mpg	39	5	82	836
SF1053B.1.mpg	5	0	7	597
SF1054.1.mpg	22	98	31	614
SF1055A.1.mpg	33	10	71	573
SF1055B.1.mpg	26	6	73	694
SF1055C.1.mpg	1	4	1	539
SF1055D.1.mpg	17	5	105	740
SF1055E.1.mpg	10	3	75	725
SF1056.1.mpg	26	1	37	461
SF1057A.1.mpg	13	15	30	514
SF1058.1.mpg	19	137	40	496
SF1059A.1.mpg	16	2	38	732
SF1059B.1.mpg	12	15	31	560
SF106.1.mpg	16	2	107	990
SF1060.1.mpg	27	1	53	853
SF1061A.1.mpg	8	2	20	758
SF1061B.1.mpg	4	0	16	862
SF1061C.1.mpg	6	0	14	825
SF1062B.1.mpg	12	0	23	880
SF1063A.1.mpg	7	0	19	663
SF1063B.1.mpg	1	1	5	462
SF1063C.1.mpg	10	129	14	423
SF1064A.1.mpg	40	0	76	447
SF1064B.1.mpg	26	2	66	550
SF1065.1.mpg	45	6	76	910
SF1066.1.mpg	31	0	65	723
SF1067.1.mpg	21	47	38	859
SF1068.1.mpg	36	2	67	480
SF1069.1.mpg	38	4	68	688
SF1070.1.mpg	11	36	27	442
SF1071A.1.mpg	18	2	32	668
SF1071B.1.mpg	2	2	6	994
SF1072A.1.mpg	7	1	16	399
SF1072B.1.mpg	13	0	24	576
SF1072C.1.mpg	13	2	26	562
SF1072D.1.mpg	23	1	63	732
SF1073A.1.mpg	10	7	25	759
SF1073B.1.mpg	6	3	11	287
SF1074.1.mpg	2	0	2	654
SF1075.1.mpg	4	0	10	814
SF1076.1.mpg	20	0	44	915
SF1077.1.mpg	31	0	56	816
SF1078A.1.mpg	21	38	83	849
SF1078B.1.mpg	9	78	69	510
SF1079A.1.mpg	11	0	26	560
SF1079B-C.1.mpg	5	0	8	952
SF1080.1.mpg	14	4	39	517
SF1081.1.mpg	15	11	38	804
