GT_ID;GT_Name;GT_LAT;GT_LON;GT_DEPTH;GT_LAYER_NAME;GT_LAYERTYPE;GT_LAYER_COLOR;GT_LAYER_DESC;GT_LAYER_FROM;GT_LAYER_TO;GT_LAYER_SPEED
29;S7-109;51.646665;3.1925;25.4;2;2;RGB(14,255,14);ELW;1;5;1600
30;S7-110;51.604447;3.158056;27.1;1;1;RGB(255,255,0);BH;0;4;1600
31;S7-111;51.62139;3.097222;31.4;1;1;RGB(255,255,0);BH;0;3;1600
32;S7-112;51.633888;3.003056;31.4;1;1;RGB(255,255,0);BH;0;3.82;1600
33;S7-113;51.577783;3.061944;28.8;1;1;RGB(14,255,14);BJ;0;3;1600
33;S7-113;51.577783;3.061944;28.8;2;2;RGB(255,0,0);BTK;3;3.9;1600
34;S7-115;51.500836;3.329166;9;1;1;RGB(14,255,14);BJ;0.58;1.75;1600
35;S7-116;51.634722;3.147501;20.5;1;1;RGB(255,255,0);BH;0;1;1600
35;S7-116;51.634722;3.147501;20.5;2;2;RGB(14,255,14);ELW;1;4;1600
35;S7-116;51.634722;3.147501;20.5;3;3;RGB(255,160,206);EE;4;10;1600
36;S7-117;51.592779;3.117222;13.85;1;1;RGB(255,255,0);BH;0;10;1600
37;S7-119;51.548055;3.085277;31.12;1;1;RGB(255,255,0);BH;0;4.7;1600
38;S7-181;51.586501;3.211662;17.6;1;1;RGB(255,255,0);BH;0;2;1600
38;S7-181;51.586501;3.211662;17.6;2;2;RGB(14,255,14);ELW;2;6;1600
38;S7-181;51.586501;3.211662;17.6;3;3;RGB(255,160,206);EE;6;8;1600
39;S7-182;51.54206;3.184491;18;1;1;RGB(255,255,0);BH;0;2;1600
39;S7-182;51.54206;3.184491;18;2;2;RGB(255,0,0);BTK;2;3;1600
40;S7-183;51.56752;3.150278;24;1;1;RGB(255,0,0);BTK;0;4;1600
41;S7-184;51.656777;3.144979;34.9;1;1;RGB(255,255,0);BH;0;2;1600
41;S7-184;51.656777;3.144979;34.9;2;2;RGB(255,0,0);BTK;2;4;1600
42;S7-185;51.622001;3.103659;28;1;1;RGB(255,255,0);BH;0;4;1600
42;S7-185;51.622001;3.103659;28;2;2;RGB(255,0,0);BTK;4;7;1600
42;S7-185;51.622001;3.103659;28;3;3;RGB(255,160,206);EE;7;8;1600
43;S7-186;51.637748;3.020898;25;1;1;RGB(255,255,0);BH;0;4;1600
43;S7-186;51.637748;3.020898;25;2;2;RGB(255,0,0);BTK;4;6;1600
43;S7-186;51.637748;3.020898;25;3;3;RGB(255,160,206);EE;6;10;1600
44;S7-187;51.557861;3.030122;35.4;1;1;RGB(255,255,0);BH;0;3;1600
44;S7-187;51.557861;3.030122;35.4;2;2;RGB(255,0,0);BTK;3;5;1600
45;S7-188;51.502167;3.024265;29.7;1;1;RGB(255,255,0);BH;0;1;1600
46;S7-189;51.505246;3.120908;22.1;1;1;RGB(255,255,0);BH;0;3;1600
46;S7-189;51.505246;3.120908;22.1;2;2;RGB(255,0,0);BTK;3;5;1600
47;S7-190;51.521182;3.134597;21.7;1;1;RGB(255,255,0);BH;0;3;1600
47;S7-190;51.521182;3.134597;21.7;2;2;RGB(255,0,0);BTK;3;5;1600
47;S7-190;51.521182;3.134597;21.7;3;3;RGB(255,160,206);EE;5;6;1600
48;S7-192;51.575001;3.322223;13.1;1;1;RGB(14,255,14);BJ;0;3.88;1600
48;S7-192;51.575001;3.322223;13.1;2;2;RGB(14,255,14);BJ;4.68;5.13;1600
48;S7-192;51.575001;3.322223;13.1;3;3;RGB(14,255,14);BJ;5.13;14.16;1600
48;S7-192;51.575001;3.322223;13.1;4;4;RGB(255,160,206);EE;14.16;15.88;1600
49;S7-193;51.588891;3.300833;18.2;1;1;RGB(14,255,14);BJ;0;0.18;1600
49;S7-193;51.588891;3.300833;18.2;2;2;RGB(14,255,14);BJ;1.4;5.8;1600
49;S7-193;51.588891;3.300833;18.2;3;3;RGB(14,255,14);BJ;6.18;6.49;1600
49;S7-193;51.588891;3.300833;18.2;4;4;RGB(14,255,14);BJ;6.49;13.8;1600
50;S7-194;51.507603;3.128192;22.8;1;1;RGB(14,255,14);ELW;0.15;4.15;1600
51;S7-195;51.61073;3.329842;23.2;1;1;RGB(255,255,0);BH;0;0.15;1600
51;S7-195;51.61073;3.329842;23.2;2;2;RGB(255,0,0);BTK;0.15;2.77;1600
51;S7-195;51.61073;3.329842;23.2;3;3;RGB(14,255,14);BJ;2.77;3;1600
52;S7-196;51.622501;3.309844;15.5;1;1;RGB(14,255,14);BJ;0;3;1600
53;S7-197;51.629104;3.279766;24.2;1;1;RGB(14,255,14);BJ;0;3;1600
54;S7-198;51.647727;3.269698;31.7;1;1;RGB(255,255,0);BH;0;0.22;1600
54;S7-198;51.647727;3.269698;31.7;2;2;RGB(14,255,14);BJ;0.22;2.2;1600
55;S7-199;51.663855;3.274882;19.5;1;1;RGB(255,255,0);BH;0;2.35;1600
55;S7-199;51.663855;3.274882;19.5;2;2;RGB(14,255,14);BJ;2.35;3.65;1600
56;S7-200;51.555473;3.263586;15.6;1;1;RGB(14,255,14);BJ;0;4.97;1600
57;S7-201;51.554331;3.273678;14;1;1;RGB(14,255,14);BJ;0;4.5;1600
57;S7-201;51.554331;3.273678;14;2;2;RGB(255,0,0);BTK;4.5;7.45;1600
58;S7-202;51.553197;3.283408;12.55;1;1;RGB(14,255,14);BJ;0;3.97;1600
59;S7-203;51.559473;3.285611;13.4;1;1;RGB(14,255,14);BJ;0;7.08;1600
60;S7-204;51.558082;3.295339;12.4;1;1;RGB(14,255,14);BJ;0;2.22;1600
61;S7-205;51.547839;3.271703;12.75;1;1;RGB(14,255,14);BJ;0;7.32;1600
62;S7-206;51.564389;3.297472;12.4;1;1;RGB(14,255,14);BJ;0.7;0.99;1600
62;S7-206;51.564389;3.297472;12.4;2;2;RGB(14,255,14);BJ;0.99;1.07;1600
62;S7-206;51.564389;3.297472;12.4;3;3;RGB(14,255,14);BJ;1.55;6.1;1600
63;S7-207;51.563365;3.307272;12.35;1;1;RGB(14,255,14);BJ;0;5.41;1600
63;S7-207;51.563365;3.307272;12.35;2;2;RGB(255,0,0);BTK;5.49;7.23;1600
64;S7-208;51.569753;3.3092;13.65;1;1;RGB(14,255,14);BJ;0;0.17;1600
64;S7-208;51.569753;3.3092;13.65;2;2;RGB(14,255,14);BJ;0.86;7.05;1600
65;S7-209;51.568472;3.3192;13.2;1;1;RGB(14,255,14);BJ;0;0.25;1600
65;S7-209;51.568472;3.3192;13.2;2;2;RGB(14,255,14);BJ;0.25;7.4;1600
66;S7-210;51.604779;3.162175;27;1;1;RGB(255,255,0);BH;0;2;1600
66;S7-210;51.604779;3.162175;27;2;2;RGB(255,0,0);BTK;2;3;1600
66;S7-210;51.604779;3.162175;27;3;3;RGB(255,160,206);EE;3;10;1600
67;S7-211;51.644833;3.119834;35.1;1;1;RGB(255,255,0);BH;0;4;1600
67;S7-211;51.644833;3.119834;35.1;2;2;RGB(255,0,0);BTK;4;5.4;1600
68;S7-212;51.5605;3.275426;14.4;1;1;RGB(255,255,0);BH;0;0.65;1600
68;S7-212;51.5605;3.275426;14.4;2;2;RGB(14,255,14);BJ;0.65;0.85;1600
68;S7-212;51.5605;3.275426;14.4;3;3;RGB(14,255,14);BJ;0.85;3.44;1600
68;S7-212;51.5605;3.275426;14.4;4;4;RGB(14,255,14);BJ;6.35;7.2;1600
69;S7-213;51.561722;3.265775;17.1;1;1;RGB(14,255,14);BJ;1.65;2.44;1600
69;S7-213;51.561722;3.265775;17.1;2;2;RGB(14,255,14);BJ;2.44;6.9;1600
70;S7-214;51.559053;3.258992;17.4;1;1;RGB(14,255,14);BJ;0;7;1600
71;S7-215;51.552835;3.257422;16.3;1;1;RGB(255,255,0);BH;0;0.1;1600
71;S7-215;51.552835;3.257422;16.3;2;2;RGB(255,0,0);BTK;2.95;7;1600
72;S7-216;51.558305;3.269778;15.6;1;1;RGB(14,255,14);BJ;0.03;0.5;1600
72;S7-216;51.558305;3.269778;15.6;2;2;RGB(14,255,14);BJ;0.5;7.5;1600
72;S7-216;51.558305;3.269778;15.6;3;3;RGB(255,0,0);BTK;9.45;11;1600
72;S7-216;51.558305;3.269778;15.6;4;4;RGB(255,160,206);EE;11;11.4;1600
73;S7-217;51.568001;3.296631;13.2;1;1;RGB(255,255,0);BH;0;0.45;1600
73;S7-217;51.568001;3.296631;13.2;2;2;RGB(14,255,14);BJ;0.45;0.8;1600
74;S7-218;51.57067;3.302277;13.7;1;1;RGB(255,255,0);BH;0;0.75;1600
74;S7-218;51.57067;3.302277;13.7;2;2;RGB(14,255,14);BJ;0.75;6.6;1600
75;S7-219;51.56661;3.304412;12.8;1;1;RGB(255,255,0);BH;0;0.55;1600
75;S7-219;51.56661;3.304412;12.8;2;2;RGB(14,255,14);BJ;0.98;4.1;1600
76;S7-220;51.572417;3.315122;13.4;1;1;RGB(255,255,0);BH;0;0.08;1600
76;S7-220;51.572417;3.315122;13.4;2;2;RGB(14,255,14);BJ;0.08;10.35;1600
76;S7-220;51.572417;3.315122;13.4;3;3;RGB(255,0,0);BTK;10.35;16;1600
77;S7-221;51.660003;3.113777;35.3;1;1;RGB(255,255,0);BH;0;3;1600
77;S7-221;51.660003;3.113777;35.3;2;2;RGB(255,0,0);BTK;3;6;1600
78;S7-222;51.634483;3.078242;32.7;1;1;RGB(255,255,0);BH;0;1;1600
78;S7-222;51.634483;3.078242;32.7;2;2;RGB(14,255,14);ELW;1;3;1600
78;S7-222;51.634483;3.078242;32.7;3;3;RGB(255,0,0);BTK;3;6;1600
78;S7-222;51.634483;3.078242;32.7;4;4;RGB(255,160,206);EE;6;7;1600
79;S7-223;51.622166;3.037647;35;1;1;RGB(14,255,14);ELW;0;3;1600
79;S7-223;51.622166;3.037647;35;2;2;RGB(255,0,0);BTK;3;4;1600
80;S7-224;51.617117;3.076345;27.5;1;1;RGB(255,255,0);BH;0;4;1600
80;S7-224;51.617117;3.076345;27.5;2;2;RGB(255,0,0);BTK;4;10;1600
81;S7-225;51.60163;3.017572;31.7;1;1;RGB(255,255,0);BH;0;2;1600
81;S7-225;51.60163;3.017572;31.7;2;2;RGB(14,255,14);ELW;2;7;1600
81;S7-225;51.60163;3.017572;31.7;3;3;RGB(255,160,206);EE;7;10;1600
82;S7-226;51.635322;3.009435;26.2;1;1;RGB(255,255,0);BH;0;10;1600
83;S7-227;51.644279;3.186252;27.8;1;1;RGB(14,255,14);ELW;0;5;1600
83;S7-227;51.644279;3.186252;27.8;2;2;RGB(255,0,0);BTK;5;10;1600
84;S7-228;51.580159;3.072287;30;1;1;RGB(255,255,0);BH;0;2;1600
84;S7-228;51.580159;3.072287;30;2;2;RGB(14,255,14);ELW;2;5;1600
84;S7-228;51.580159;3.072287;30;3;3;RGB(255,0,0);BTK;5;10;1600
85;S7-229;51.558213;3.119361;32;1;1;RGB(255,255,0);BH;0;1;1600
85;S7-229;51.558213;3.119361;32;2;2;RGB(255,0,0);BTK;1;5;1600
86;S7-230;51.522102;3.119784;23.1;1;1;RGB(255,255,0);BH;0;2;1600
86;S7-230;51.522102;3.119784;23.1;2;2;RGB(255,0,0);BTK;2;7;1600
87;S7-231;51.502128;3.176189;19;1;1;RGB(255,255,0);BH;0;2;1600
87;S7-231;51.502128;3.176189;19;2;2;RGB(255,0,0);BTK;2;9;1600
88;S7-232;51.510417;3.199291;17.4;1;1;RGB(255,255,0);BH;0;1;1600
88;S7-232;51.510417;3.199291;17.4;2;2;RGB(14,255,14);BJ;1;4;1600
88;S7-232;51.510417;3.199291;17.4;3;3;RGB(14,255,14);ELW;3;4;1600
88;S7-232;51.510417;3.199291;17.4;4;4;RGB(255,0,0);BTK;4;8;1600
88;S7-232;51.510417;3.199291;17.4;5;5;RGB(127,127,127);KR;8;10;1600
89;S7-233;51.516717;3.216483;15.7;1;1;RGB(255,255,0);BH;0;2;1600
89;S7-233;51.516717;3.216483;15.7;2;2;RGB(14,255,14);ELW;2;5;1600
89;S7-233;51.516717;3.216483;15.7;3;3;RGB(255,0,0);BTK;5;10;1600
90;S7-234;51.555054;3.287067;11.7;1;1;RGB(14,255,14);BJ;0;3;1600
90;S7-234;51.555054;3.287067;11.7;2;2;RGB(14,255,14);BJ;3;5;1600
90;S7-234;51.555054;3.287067;11.7;3;3;RGB(255,0,0);BTK;5;10;1600
91;S7-235;51.582997;3.309398;15;1;1;RGB(255,255,0);BH;0;7;1600
91;S7-235;51.582997;3.309398;15;2;2;RGB(14,255,14);BJ;7;10;1600
92;S7-237;51.558864;3.269233;15.7;1;1;RGB(255,255,0);BH;0;2;1600
92;S7-237;51.558864;3.269233;15.7;2;2;RGB(14,255,14);BJ;2;8;1600
92;S7-237;51.558864;3.269233;15.7;3;3;RGB(255,0,0);BTK;8;10;1600
93;S7-238;51.574585;3.28488;18;1;1;RGB(255,255,0);BH;0;4;1600
93;S7-238;51.574585;3.28488;18;2;2;RGB(14,255,14);BJ;4;10;1600
94;S7-239;51.558448;3.239358;23.6;1;1;RGB(255,255,0);BH;0;1;1600
94;S7-239;51.558448;3.239358;23.6;2;2;RGB(255,0,0);BTK;1;4;1600
95;S7-240;51.549256;3.199591;23.7;1;1;RGB(255,0,0);BTK;0;2;1600
95;S7-240;51.549256;3.199591;23.7;2;2;RGB(255,160,206);EE;2;6;1600
96;S7-241;51.572666;3.238236;28.4;1;1;RGB(255,160,206);EE;0;4;1600
97;S7-242;51.580834;3.265928;27.7;1;1;RGB(14,255,14);ELW;0;2;1600
97;S7-242;51.580834;3.265928;27.7;2;2;RGB(255,0,0);BTK;2;7;1600
97;S7-242;51.580834;3.265928;27.7;3;3;RGB(255,160,206);EE;7;10;1600
98;S7-243;51.562583;3.201194;30;1;1;RGB(255,255,0);BH;0;1.44;1600
99;S7-244;51.541639;3.168669;22;1;1;RGB(255,255,0);BH;0;0.85;1600
99;S7-244;51.541639;3.168669;22;2;2;RGB(14,255,14);ELW;0.85;2;1600
100;S7-245;51.513719;3.086695;22.6;1;1;RGB(255,255,0);BH;0;0.2;1600
101;S7-246;51.504169;3.059025;24.8;1;1;RGB(255,255,0);BH;0;2.2;1600
102;S7-247;51.519891;3.050353;27.4;1;1;RGB(255,255,0);BH;0;0.2;1600
103;S7-248;51.580528;3.033192;17.3;1;1;RGB(255,255,0);BH;0;2.9;1600
104;S7-249;51.567748;3.024989;20.2;1;1;RGB(255,255,0);BH;0;1.95;1600
105;S7-250;51.544362;3.068264;29.8;1;1;RGB(255,255,0);BH;0;1.8;1600
105;S7-250;51.544362;3.068264;29.8;2;2;RGB(14,255,14);ELW;1.8;3.22;1600
106;S7-251;51.529083;3.08475;27.5;1;1;RGB(255,255,0);BH;0;0.15;1600
107;S7-252;51.566641;3.148136;32;1;1;RGB(255,255,0);BH;0;1.7;1600
108;S7-253;51.575251;3.177312;30.2;1;1;RGB(255,255,0);BH;0;0.25;1600
109;S7-403;51.588222;3.076472;26.8;1;1;RGB(255,255,0);BH;0;0.2;1600
110;S7-404;51.586473;3.188277;26.5;1;1;RGB(255,255,0);BH;0;0.26;1600
111;S7-405;51.503669;3.278639;9.3;1;1;RGB(255,255,0);BH;0;0.22;1600
112;S7-406;51.622834;3.297389;19.2;1;1;RGB(255,255,0);BH;0;0.22;1600
113;S7-407;51.657208;3.00464;34.95;1;1;RGB(255,255,0);BH;0;4;1600
113;S7-407;51.657208;3.00464;34.95;2;2;RGB(255,0,0);BTK;4;6;1600
114;S7-408;51.641522;3.008454;27.28;1;1;RGB(255,255,0);BH;0;6;1600
114;S7-408;51.641522;3.008454;27.28;2;2;RGB(255,0,0);BTK;6;7;1600
115;S7-409;51.561791;3.161031;34.3;1;1;RGB(255,255,0);BH;0;0.58;1600
116;S7-410;51.565065;3.143168;33.3;1;1;RGB(255,255,0);BH;0;1;1600
116;S7-410;51.565065;3.143168;33.3;2;2;RGB(255,0,0);BTK;1;1.5;1600
117;S7-411;51.589561;3.191584;25.6;1;1;RGB(255,255,0);BH;0;1;1600
117;S7-411;51.589561;3.191584;25.6;2;2;RGB(255,160,206);EE;1;8;1600
118;S7-412;51.621204;3.020034;33;1;1;RGB(255,255,0);BH;0;2;1600
118;S7-412;51.621204;3.020034;33;2;2;RGB(255,160,206);EE;2;21;1600
119;S7-413;51.664734;3.004048;30.6;1;1;RGB(255,255,0);BH;0;4;1600
119;S7-413;51.664734;3.004048;30.6;2;2;RGB(255,160,206);EE;4;9.8;1600
120;S7-414;51.65092;3.024325;30.8;1;1;RGB(255,255,0);BH;0;3;1600
120;S7-414;51.65092;3.024325;30.8;2;2;RGB(255,160,206);EE;3;6;1600
121;S7-415;51.582979;3.167931;25;1;1;RGB(255,255,0);BH;0;1.5;1600
121;S7-415;51.582979;3.167931;25;2;2;RGB(255,160,206);EE;1.5;9.3;1600
122;S7-416;51.57671;3.181257;27.3;1;1;RGB(255,160,206);EE;0;3;1600
122;S7-416;51.57671;3.181257;27.3;2;2;0;BREDA;3;7.25;1600
122;S7-416;51.57671;3.181257;27.3;3;3;0;BREDA;7.25;7.3;1600
123;S7-417;51.569987;3.193623;30.3;1;1;RGB(255,255,0);BH;0;2;1600
123;S7-417;51.569987;3.193623;30.3;2;2;RGB(14,255,14);BJ;2;4;1600
123;S7-417;51.569987;3.193623;30.3;3;3;RGB(255,160,206);EE;4;6;1600
