TH,Ámbito,Nota,Cod Municipio,Cod Comarca,Censo,Votantes,Nulos,Válidos,Blancos,Votos Candidatura,Abstención,PSE-PSOE,PP,EB-B,PH,EK-PCPE,CIU,BNG,E.U.,BERDEAK-LV,PLN-LNA,PAS,FEI,URCL,PREPAL,FEA,EH,PADE,UC-CDS,P.P.I.,COFEM-FEMEK,PNV-EA...(E99),UDR,SIEX,C.E.,URAS,AA,U.P.L.,A,TC-PNC,AUN,PREX-CREX,LV-GV,ACV,DM,DN,PAE-I
Gipuzkoa,IBARRA,,42,3,3611,2377,24,2353,23,2330,1234,328,190,38,0,0,0,0,0,2,0,0,0,0,0,0,920,0,0,0,0,847,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0
Bizkaia,IBARRANGELU,,48,4,465,380,3,377,4,373,85,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gipuzkoa,IDIAZABAL,,43,3,1715,1349,7,1342,10,1332,366,34,71,11,0,0,0,0,1,2,1,0,1,0,0,0,382,0,0,0,1,826,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bizkaia,IGORRE,,94,3,3181,2478,42,2436,17,2419,703,134,59,34,2,0,1,2,1,3,0,0,0,0,0,0,810,0,0,0,2,1369,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Gipuzkoa,IKAZTEGIETA,,44,3,323,259,,259,4,255,64,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0,0,0,129,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gipuzkoa,IRUN,,45,2,46816,29223,209,29014,677,28337,17593,8461,6755,1129,30,27,6,21,20,117,16,3,7,8,6,8,3657,6,13,5,32,7842,10,7,3,2,6,2,2,10,8,9,81,7,12,4,5
Gipuzkoa,IRURA,,46,3,605,449,1,448,8,440,156,12,27,3,0,0,0,0,0,2,0,0,0,0,0,0,201,0,0,0,0,191,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
Álava,IRURAIZ-GAUNA,,27,2,369,236,1,235,6,229,133,3,85,6,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Álava,IRUÑA OKA/IRUÑA DE OCA,,901,2,1430,1012,17,995,37,958,418,250,340,39,1,1,2,0,3,1,0,0,0,0,0,0,80,0,0,1,3,224,1,0,0,3,0,0,0,2,0,0,3,0,1,1,2
Bizkaia,ISPASTER,,49,4,558,454,1,453,,453,104,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ITSASONDO,,47,3,528,367,6,361,5,356,161,4,9,2,0,0,0,5,0,0,0,0,0,0,0,0,216,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,IURRETA,,910,3,3681,2487,20,2467,24,2443,1194,466,393,66,0,4,0,0,0,8,1,0,0,0,0,0,589,0,1,1,0,909,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Bizkaia,IZURTZA,,50,3,236,205,5,200,3,197,31,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,KARRANTZA HARANA/VALLE DE CARRANZA,,22,2,2626,2038,17,2021,31,1990,588,234,201,19,0,0,1,0,0,4,1,0,0,0,0,0,256,0,2,0,0,1270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bizkaia,KORTEZUBI,,907,4,323,283,1,282,1,281,40,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,KRIPAN,,19,2,169,115,,115,,115,54,0,24,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Álava,KUARTANGO,,20,2,343,257,3,254,6,248,86,2,45,6,0,1,0,0,0,3,0,0,0,0,0,0,49,0,0,0,1,139,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Álava,LABASTIDA/BASTIDA,,28,2,995,752,10,742,10,732,243,104,298,46,0,2,0,0,0,6,0,0,0,0,0,0,109,0,0,1,1,156,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0
Álava,LAGRÁN,,30,2,185,148,,148,1,147,37,15,60,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,LAGUARDIA,,31,2,1245,1049,13,1036,14,1022,196,96,571,8,0,0,0,0,1,6,0,0,1,0,0,0,64,0,0,0,1,269,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1
Álava,LANCIEGO/LANTZIEGO,,32,2,551,428,8,420,7,413,123,90,159,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,1,0,1,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bizkaia,LANESTOSA,,51,2,253,222,,222,,222,31,37,52,3,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,LANTARÓN,,902,2,847,573,7,566,16,550,274,58,245,18,0,0,0,1,0,2,1,0,0,0,0,0,35,0,1,0,1,185,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Álava,LAPUEBLA DE LABARCA,,33,2,722,615,6,609,8,601,107,83,171,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,LARRABETZU,,52,4,1323,1085,8,1077,10,1067,238,36,55,12,0,0,0,0,0,2,0,0,1,0,0,0,398,0,0,0,2,557,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gipuzkoa,LARRAUL,,48,3,121,63,2,61,2,59,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,LASARTE-ORIA,,902,1,15009,9716,94,9622,179,9443,5293,3455,1540,347,7,16,4,14,6,67,12,0,5,2,6,1,2084,5,4,3,9,1774,1,5,2,0,0,3,0,8,5,4,33,2,10,6,3
Álava,LAUDIO/LLODIO,,36,3,16798,11280,93,11187,188,10999,5518,2037,2155,327,1,4,4,8,7,39,3,1,2,3,10,0,2867,3,4,1,8,3425,4,2,4,2,1,11,4,4,3,9,31,2,5,5,3
Bizkaia,LAUKIZ,,53,4,806,599,11,588,6,582,207,27,80,5,0,0,0,0,0,2,1,1,0,0,0,0,85,0,0,0,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,LAZKAO,,49,3,4005,2816,15,2801,33,2768,1189,387,264,76,0,2,0,3,0,6,0,0,0,0,0,0,984,0,0,0,0,1045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gipuzkoa,LEABURU,,50,3,308,235,3,232,3,229,73,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,LEGAZPI,,51,3,7697,5149,54,5095,93,5002,2548,785,523,137,2,4,0,4,1,10,0,0,0,0,1,0,1352,0,2,0,0,2172,1,3,1,0,0,0,1,0,0,0,1,2,0,0,0
Gipuzkoa,LEGORRETA,,52,3,1198,855,10,845,19,826,343,84,58,5,0,0,0,0,0,1,1,0,0,0,1,0,296,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Álava,LEGUTIO,,58,2,1139,714,3,711,15,696,425,48,70,12,0,0,0,0,1,2,0,0,0,0,0,0,211,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,LEINTZ-GATZAGA,,68,4,220,169,4,165,3,162,51,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,94,0,0,0,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,LEIOA,,54,4,22760,14409,111,14298,283,14015,8351,2953,2673,787,12,9,0,9,2,55,7,1,1,0,4,1,1988,2,8,0,41,5382,0,0,1,3,1,4,0,1,0,3,54,1,6,2,4
Bizkaia,LEKEITIO,,57,4,6383,4950,58,4892,48,4844,1433,74,151,23,0,0,1,0,0,7,1,0,0,0,1,0,1905,0,0,0,3,2674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Bizkaia,LEMOA,,55,3,2160,1829,23,1806,18,1788,331,33,167,14,1,1,0,0,0,2,1,0,0,0,0,0,397,0,0,0,0,1165,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Bizkaia,LEMOIZ,,56,4,764,583,8,575,8,567,181,19,29,7,1,0,0,0,1,3,0,0,0,0,0,0,152,0,0,0,1,351,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Álava,LEZA,,34,2,178,136,1,135,1,134,42,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bizkaia,LEZAMA,,81,4,1761,1332,9,1323,15,1308,429,42,63,15,1,1,0,0,0,2,0,0,0,0,0,0,305,1,0,0,5,868,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Gipuzkoa,LEZO,,53,2,4816,2975,16,2959,28,2931,1841,420,221,81,0,3,0,2,0,1,0,0,0,0,0,0,1424,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,LIZARTZA,,54,3,528,407,2,405,21,384,121,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,LOIU,,903,4,1566,1203,9,1194,10,1184,363,40,202,17,0,0,0,0,0,1,1,0,0,0,0,0,164,0,0,0,3,752,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Bizkaia,MALLABIA,,58,3,937,755,5,750,6,744,182,85,39,11,0,1,0,0,0,1,0,0,0,0,0,0,301,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bizkaia,MARKINA-XEMEIN,,60,4,3889,2756,18,2738,18,2720,1133,49,150,23,1,1,0,0,0,3,0,0,0,0,0,0,977,0,0,1,4,1507,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
Bizkaia,MARURI-JATABE,,61,4,521,401,4,397,4,393,120,22,25,7,0,1,0,0,0,4,0,0,0,0,0,0,76,0,0,0,1,252,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Bizkaia,MAÑARIA,,59,3,402,328,2,326,9,317,74,5,10,1,0,0,0,0,0,1,0,0,0,0,0,0,106,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,MENDARO,,901,4,1170,887,23,864,23,841,283,73,43,13,1,0,0,0,0,1,0,0,0,0,0,0,212,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,MENDATA,,62,4,291,258,4,254,,254,33,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bizkaia,MENDEXA,,63,4,301,249,1,248,1,247,52,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,MEÑAKA,,64,4,427,371,2,369,,369,56,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Álava,MOREDA DE ÁLAVA/MOREDA ARABA,,39,2,244,210,,210,2,208,34,51,80,1,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,MORGA,,66,4,345,278,1,277,3,274,67,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,183,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bizkaia,MUNDAKA,,68,4,1544,1261,10,1251,8,1243,283,21,41,10,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,2,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,MUNGIA,,69,4,10728,7164,64,7100,74,7026,3564,578,861,168,0,1,2,2,0,16,4,0,0,0,1,1,1211,0,0,8,13,4143,0,0,0,0,1,2,1,0,0,1,9,0,2,0,1
Álava,MUNICIPIO CERA ARABA,,999,99,2032,349,,349,1,348,1683,100,115,12,0,1,0,1,0,4,0,0,1,0,0,1,18,1,0,0,6,82,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
Bizkaia,MUNICIPIO CERA BIZKAIA,,999,99,16061,2338,3,2335,2,2333,13723,551,386,63,5,12,3,4,1,21,0,0,2,4,1,1,230,8,4,0,18,973,4,4,3,0,0,1,2,2,6,0,18,0,0,5,1
Gipuzkoa,MUNICIPIO CERA GIPUZKOA,,999,99,9817,1599,8,1591,2,1589,8218,454,265,55,7,5,0,3,2,28,0,1,1,0,2,1,233,3,6,0,11,467,2,2,2,0,1,1,5,0,7,0,23,0,1,1,0
Bizkaia,MUNITIBAR-ARBATZEGI GERRIKAITZ-,,7,4,337,253,1,252,,252,84,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,MURUETA,,908,4,183,145,,145,,145,38,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,MUSKIZ,,71,2,5471,4157,46,4111,67,4044,1314,832,317,167,1,2,0,0,1,4,0,0,0,0,1,0,574,1,0,0,1,2140,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Gipuzkoa,MUTILOA,,57,3,144,87,,87,1,86,57,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gipuzkoa,MUTRIKU,,56,4,4063,3092,33,3059,14,3045,971,108,220,23,0,0,0,0,0,2,1,0,0,0,0,0,1194,0,0,0,1,1488,1,0,0,1,0,0,1,0,0,0,5,0,0,0,0
Bizkaia,MUXIKA,,67,4,1220,1041,7,1034,4,1030,179,8,21,6,0,0,0,0,0,3,0,0,0,0,0,0,411,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,NABARNIZ,,909,4,206,190,1,189,,189,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,NAVARIDAS,,41,2,183,151,,151,3,148,32,6,86,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gipuzkoa,OIARTZUN,,63,2,7441,5388,44,5344,59,5285,2053,205,296,75,1,2,1,5,1,18,2,0,0,1,0,0,2776,0,0,1,5,1886,0,0,0,2,1,1,0,0,0,0,5,1,0,0,0
Álava,OKONDO,,42,3,720,668,3,665,8,657,52,8,73,3,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,OLABERRIA,,58,3,869,633,9,624,9,615,236,112,108,19,1,2,0,0,0,3,0,0,0,0,0,0,187,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bizkaia,ONDARROA,,73,4,8315,6242,45,6197,59,6138,2073,153,417,32,1,0,0,1,1,1,1,0,1,1,1,0,2838,0,0,0,3,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ORDIZIA,,76,3,7620,5202,34,5168,72,5096,2418,781,656,270,1,0,0,1,0,19,0,3,0,0,1,0,1572,1,1,0,6,1768,0,0,0,0,0,1,1,0,0,0,12,1,0,0,1
Gipuzkoa,ORENDAIN,,905,3,129,100,1,99,2,97,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,OREXA,,60,3,70,67,,67,1,66,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ORIO,,61,4,3563,2533,52,2481,36,2445,1030,222,150,27,0,4,0,1,0,4,1,2,0,0,0,0,730,1,0,1,1,1292,0,0,0,0,2,1,1,1,0,0,2,1,0,1,0
Gipuzkoa,ORMAIZTEGI,,62,3,969,801,5,796,12,784,168,16,22,5,0,0,0,0,0,3,0,0,0,0,0,0,275,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,OROZKO,,75,3,1692,1299,20,1279,16,1263,393,8,152,9,0,0,0,0,1,0,3,0,0,0,0,0,291,0,0,0,1,796,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,ORTUELLA,,83,2,7441,4913,45,4868,87,4781,2528,1750,502,323,1,6,0,1,1,10,0,0,1,1,0,1,616,0,0,0,11,1540,2,1,1,0,0,3,0,0,1,0,8,0,0,0,1
Bizkaia,OTXANDIO,,72,3,894,721,6,715,12,703,173,3,52,17,0,0,0,0,0,2,0,0,1,0,0,0,254,0,0,0,0,373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Álava,OYÓN-OION,,43,2,1985,1362,4,1358,26,1332,623,259,500,56,0,0,0,0,1,2,2,1,0,0,0,0,122,0,1,0,2,373,0,1,4,2,0,0,0,0,1,1,4,0,0,0,0
Gipuzkoa,OÑATI,,59,4,8937,6361,42,6319,57,6262,2576,373,474,71,1,4,3,1,2,11,2,1,0,0,0,1,2383,0,2,0,3,2922,0,0,0,0,1,0,1,0,0,0,4,0,2,0,0
Gipuzkoa,PASAIA,,64,2,14635,8294,70,8224,126,8098,6341,1659,1077,333,5,9,0,13,4,19,4,0,0,1,0,0,2875,0,1,1,13,2067,0,1,0,2,3,1,0,0,0,0,8,0,1,0,1
Álava,PEÑACERRADA-URIZAHARRA,,44,2,230,200,4,196,4,192,30,13,55,1,0,0,0,0,0,1,1,0,0,0,0,0,15,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,PLENTZIA,,77,4,2870,2124,42,2082,20,2062,746,136,244,58,1,0,1,0,0,6,0,2,1,0,0,0,370,0,0,0,8,1218,0,0,1,0,1,0,0,1,0,0,6,5,0,0,3
Bizkaia,PORTUGALETE,,78,2,46029,28448,262,28186,530,27656,17581,8858,6024,1973,16,27,9,22,5,72,11,7,4,7,5,4,3030,5,16,6,77,7382,0,5,0,0,1,6,2,2,6,3,53,4,3,4,7
Álava,RIBERA BAJA/ERRIBERA BEITIA,,47,2,436,333,,333,,333,103,62,140,8,0,1,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Álava,SAMANIEGO,,52,2,251,199,1,198,4,194,52,46,17,7,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,SAN MILLÁN/DONEMILIAGA,,53,2,593,355,4,351,3,348,238,16,92,5,0,1,0,0,1,0,0,0,0,0,0,0,93,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Bizkaia,SANTURTZI,,82,2,41353,25216,165,25051,411,24640,16137,7970,4417,1765,11,33,9,22,0,43,5,3,1,1,6,4,3707,3,0,2,57,6515,0,1,1,0,2,5,4,5,4,3,24,5,4,1,7
Gipuzkoa,SEGURA,,70,3,1021,888,5,883,10,873,133,11,13,1,1,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,513,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bizkaia,SESTAO,,84,2,28777,16281,107,16174,267,15907,12496,5696,3026,1105,9,21,4,10,5,50,0,4,33,2,4,1,2216,1,4,1,81,3570,1,2,4,0,1,3,2,2,7,2,29,0,2,1,8
Bizkaia,SONDIKA,,904,4,3321,2549,42,2507,25,2482,772,245,293,44,1,1,0,0,0,1,0,0,0,0,0,0,360,0,1,0,4,1526,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0
Bizkaia,SOPELA,,85,4,7892,5123,35,5088,119,4969,2769,625,581,247,2,1,2,4,0,15,1,0,0,0,1,1,1225,0,2,1,14,2234,0,0,0,2,1,0,0,1,0,0,6,0,1,1,1
Bizkaia,SOPUERTA,,86,2,1944,1595,18,1577,182,1395,349,237,154,29,0,2,0,0,0,1,0,0,0,0,2,0,208,0,0,2,2,747,0,1,0,0,0,2,0,0,0,0,3,0,0,0,5
Gipuzkoa,SORALUZE-PLACENCIA DE LAS ARMAS,,65,4,3724,2666,22,2644,25,2619,1058,360,388,28,0,2,0,0,0,5,0,0,0,0,0,0,736,1,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bizkaia,SUKARRIETA,,76,4,292,237,2,235,4,231,55,9,19,4,0,0,0,0,0,2,0,0,0,0,0,0,52,0,0,0,2,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gipuzkoa,TOLOSA,,71,3,15341,9694,82,9612,143,9469,5647,895,1241,282,5,12,3,2,4,50,3,1,4,1,6,3,3370,2,0,4,7,3505,1,1,2,0,1,1,1,4,2,1,43,2,3,4,3
Bizkaia,TRUCIOS-TURTZIOZ,,87,2,460,391,3,388,4,384,69,26,58,4,1,0,0,1,0,0,1,0,0,0,0,0,18,0,0,1,0,269,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
Bizkaia,UBIDE,,88,3,138,117,,117,,117,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bizkaia,UGAO-MIRABALLES,,65,3,3490,2304,86,2218,22,2196,1186,372,220,33,0,2,1,1,0,2,1,0,9,0,0,0,571,0,0,0,4,974,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
Bizkaia,URDULIZ,,89,4,2480,1780,21,1759,18,1741,700,172,157,46,0,0,0,0,1,2,0,2,0,0,0,0,459,0,0,0,2,898,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bizkaia,URDUÑA/ORDUÑA,,74,3,3309,2437,21,2416,36,2380,872,228,381,43,2,0,0,1,0,2,0,0,1,0,0,0,545,0,1,0,1,1173,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Álava,URKABUSTAIZ,,54,2,733,536,3,533,3,530,197,47,113,9,0,0,0,0,0,3,0,0,0,0,2,0,142,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gipuzkoa,URNIETA,,72,1,4335,2826,19,2807,59,2748,1509,560,301,122,0,0,1,0,0,4,0,0,0,1,1,0,695,0,0,0,2,1058,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Gipuzkoa,URRETXU,,77,3,5410,3960,30,3930,62,3868,1450,784,354,140,0,0,0,0,0,1,0,0,0,0,0,1,955,0,0,0,0,1624,0,0,0,0,1,0,0,0,1,1,2,2,2,0,0
Gipuzkoa,USURBIL,,73,1,4381,3141,22,3119,33,3086,1240,335,204,39,0,6,0,4,1,5,0,1,0,0,0,1,1552,0,0,0,3,921,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0
Álava,VALDEGOVÍA/GAUBEA,,55,2,861,648,6,642,13,629,213,44,236,16,3,1,0,0,0,2,0,1,0,0,0,0,67,1,0,0,1,250,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0
Bizkaia,VALLE DE TRÁPAGA-TRAPAGARAN,,80,2,10760,7091,35,7056,93,6963,3669,2671,714,409,2,6,0,6,0,18,3,3,0,1,2,1,1035,0,0,0,8,2066,2,1,1,0,0,1,0,0,0,0,12,0,0,1,0
Gipuzkoa,VILLABONA,,75,3,4467,3184,12,3172,63,3109,1283,301,283,64,0,2,0,0,1,10,0,0,0,0,1,0,1193,0,0,0,0,1227,1,1,0,0,0,0,1,1,1,1,18,0,1,2,0
Álava,VILLABUENA DE ÁLAVA/ESKUERNAGA,,57,2,283,238,1,237,1,236,45,8,63,1,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álava,VITORIA-GASTEIZ,,59,1,183084,113022,1084,111938,1977,109961,70062,25768,38577,5465,127,120,51,105,126,533,149,27,28,40,48,23,13172,36,117,19,282,24296,40,23,40,22,29,41,37,40,64,33,388,13,30,24,28
Álava,YÉCORA/IEKORA,,60,2,227,182,,182,2,180,45,22,98,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,ZALDIBAR,,95,3,2431,1632,16,1616,22,1594,799,322,247,55,1,1,0,0,0,14,2,0,2,0,1,0,355,0,0,0,6,585,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Gipuzkoa,ZALDIBIA,,78,3,1283,943,10,933,10,923,340,56,32,7,1,3,0,1,0,1,0,0,0,0,1,0,631,0,0,0,1,184,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0
Álava,ZALDUONDO,,61,2,119,108,,108,2,106,11,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizkaia,ZALLA,,96,2,6417,4941,89,4852,84,4768,1476,785,409,84,1,3,1,0,0,16,1,1,1,0,0,2,510,0,0,4,0,2922,1,0,4,1,1,1,0,0,0,3,16,0,0,0,1
Álava,ZAMBRANA,,62,2,329,272,2,270,5,265,57,16,70,9,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bizkaia,ZAMUDIO,,905,4,2545,1844,33,1811,21,1790,701,247,181,21,2,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,1,883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bizkaia,ZARATAMO,,97,3,1370,1034,16,1018,29,989,336,119,65,33,2,0,0,0,0,4,0,1,1,0,0,0,254,0,0,0,1,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ZARAUTZ,,79,4,16564,11824,119,11705,166,11539,4740,1269,1559,244,2,6,0,2,2,21,5,0,1,2,2,0,2877,0,2,1,7,5513,3,0,1,1,0,2,1,1,1,1,13,0,0,0,0
Bizkaia,ZEANURI,,24,3,1014,844,3,841,9,832,170,4,38,5,0,0,0,0,0,2,0,0,0,0,0,0,174,0,0,0,0,603,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0
Bizkaia,ZEBERIO,,25,3,824,685,2,683,3,680,139,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,1,1,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ZEGAMA,,25,3,1124,914,10,904,8,896,210,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,356,0,1,0,1,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gipuzkoa,ZERAIN,,26,3,205,175,,175,4,171,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
